Category,SubCategory,Name,Price,SKU,Weight,Options,Description,ImageUrls,ImageNames,Url
Flashlights,Foxfury Flashlights,foxfury command lopro white led fire helmet light,$77.99,20189,1.00 LBS,,"foxfury command lopro white led fire helmet lightSee wider and better with the FoxFury Command LoPro White LED Helmet Light. This rugged fire resistant firefighter helmet light provides hands-free illumination in all-weather conditions and delivers up to 65 lumens.  This headlamp also features a highly visible red flashing LED in the battery pack that can be seen from over 1 mile (1.6km) away.This ultra-slim design enables the light to clear the external face shield on most U.S. style modern and traditional fire helmets. It is best suited for structural firefighting along with general area illumination. It is designed for use on safety helmets (including hard hats), on a cap, or directly on the forehead. This headlamp has an adjustable tilt to aim the light where needed. The Command Tilt White is best suited for close-up tasks like inspection, repair and maintenance, and general area illumination. The Command's wide beam angle provides panoramic lighting and immediate situation assessment so you can see more and respond faster. Traditional headlamps / helmet lights only offer focused beams that create tunnel vision. The Command provides a wider field of view that helps with situational awareness and assessment. This ultra-slim helmet light was designed for use on firefighter helmets that utilize external face shields as eye protection. This lower profile design enables most external 4” and 6” face shields to be raised and lowered without interference. NOTE: not compatible with European (Gallet) style helmets. New LED technology allows you to see colors more accurately. FoxFury’s True To Life™ LED technology provides a higher quality light. The enriched visual feedback gives a true appearance where colors are seen accurately, clearly and vibrantly (compared to standard LEDs). This technology is critical for inspections and precision work where details need to be distinguished.Command headlamps are professional grade lighting instruments and meant to thrive in challenging environments. These all-weather headlamps are engineered to survive the heat, the cold and submersion underwater. This light is impact and fire resistant and meets the requirements of NFPA when used with the silicone strap.The FoxFury Command LoPro White LED Helmet Light provides spot and flood lighting. It is powered by (4) AA batteries. A front light bar and rear battery pack evenly distributes the weight of the light from side to side and front to back, which prevents the light from tilting forward or sideways. 3 modes provide a low, medium and high setting to adjust light intensity based on what the immediate situation requires.The included silicone strap grips securely to firefighter helmets. This rugged fire helmet light is used by volunteer and career firefighters around the world to save people and property. If using on hard hats and fire helmets with different eye protection (goggles, visors, Bourke eyeshields, etc.), the Tilt model is generally preferred. Command LoProCommand TiltPanoramic LightUltra-Slim DesignTrue to Life™ LED TechnologyRugged","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/905/1768/FOXFURY_410-L06_1__95806.1570578140.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/905/1769/FOXFURY_410-L06_2__81552.1570578140.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/905/1770/FOXFURY_410-L06_3__35015.1570578140.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/905/1771/FOXFURY_410-L06_4__29998.1570578141.jpg?c=2, ","2ba4145d-ea46-479c-8552-8472e066c1e9.png, 99a2dcaf-f7ad-4274-aced-93252cb035d3.png, d19ad82b-328d-437f-9df8-d201ffda50a6.png, adb3bfc4-a583-4e42-bee7-0e420345e79d.png, ",https://www.fire-etc.com/foxfury-command-lopro-white-led-fire-helmet-light/
Flashlights,Foxfury Flashlights,foxfury command lopro white & green led helmet light,$108.99,20188,1.00 LBS,,"foxfury command lopro white & green led helmet lightSee wider and better with the FoxFury Command+ LoPro White & Green LED Helmet Light. This rugged fire resistant firefighter helmet light provides hands-free illumination in all-weather conditions and delivers up to 100 lumens.  This ultra-slim design enables the light to clear the external face shield on most U.S. style modern and traditional fire helmets. White & green LEDs are best suited for cutting through smoke in structural firefighting. This headlamp also features a highly visible red flashing LED in the battery pack that can be seen from over 1 mile (1.6km) away.A wide beam angle provides panoramic lighting and immediate situation assessment so you can see and respond faster. The combination of white and green LEDs offers improved depth perception, color rendition and smoke cutting ability (as compared to white light only).This light has option of a rechargeable NiMH battery system and includes an AC power adaptor so that the light can be plugged directly into a wall.This ultra-slim helmet light was designed for use on firefighter helmets that utilize external face shields as eye protection. This lower profile design enables most external 4” and 6” face shields to be raised and lowered without interference. NOTE: not compatible with European (Gallet) style helmets.New LED technology allows you to see colors more accurately. FoxFury’s True To Life™ LED technology provides a higher quality light. The enriched visual feedback gives a true appearance where colors are seen accurately, clearly and vibrantly (compared to standard LEDs). This technology is critical for inspections and precision work where details need to be distinguished.Command headlamps are professional grade lighting instruments and are meant to thrive in challenging environments. These all-weather headlamps are engineered to survive the heat, cold and submersion underwater. This light is impact and fire resistant and meets the requirements of NFPA when used with the silicone strap.The FoxFury Command+ LoPro White & Green Helmet Light is a professional grade lighting tool that provides spot and flood lighting. It is powered by (4) AA batteries (Battery option) or powered by a rechargeable battery system (Rechargeable option). A front light bar and rear battery pack evenly distributes the weight of the light from side to side and front to back, which prevents the light from tilting forward or sideways. 3 modes provide a low, medium and high setting to adjust light intensity based on what the immediate situation requires.The included silicone strap grips securely to firefighter helmets. This rugged fire helmet light is used by volunteer and career firefighters around the world to save people and property. If using on hard hats and fire helmets with different eye protection (goggles, visors, Bourke eyeshields, etc.), the Command Tilt model is generally preferred.Panoramic LightRechargeable Battery OptionUltra-Slim DesignTrue to Life™ LED TechnologyRugged","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/904/1763/FOXFURY_420-L06_1__90397.1570577608.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/904/1764/FOXFURY_420-L06_2__01468.1570577608.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/904/1767/FOXFURY_420-L06_3__89785.1570577608.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/904/1765/FOXFURY_420-L06_4__92488.1570577609.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/904/1766/FOXFURY_420-L06_5__79389.1570577609.jpg?c=2, ","f5aaf8f8-1619-4fef-8dcb-b5f0e75f6f32.png, 2bd8c967-12bd-44f9-b495-6749348cba12.png, 1065b0de-372d-4018-b36d-3c05fa8f0cf9.png, 7206b71f-b972-4e8b-b511-36c8ddd5088e.png, 8c4539bb-a5cf-4d89-8842-ec4dc479bd5d.png, ",https://www.fire-etc.com/foxfury-command-lopro-white-green-led-helmet-light/
Flashlights,Foxfury Flashlights,foxfury command white led headlamp,$108.99,20187,1.00 LBS,,"foxfury command white led headlampSee wider and better with the FoxFury Command+ Tilt White LED Headlamp / Helmet Light. This rugged light provides hands-free illumination in all-weather conditions and delivers up to 100 lumens of panoramic lighting. It is designed for use on safety helmets (including hard hats and fire fighter helmets), on a cap, or directly on the forehead. This headlamp has an adjustable tilt to aim the light where needed. Highly visible flashing red LED (rechargeable version has green LED) in the battery that can be seen from over 1 mile (1.6 km) away. This flashlight taillight acts as a personal marker beacon to increase safety and be seen on scene. The Command Tilt White is best suited for close-up tasks like inspection, repair and maintenance, and general area illumination.The Command's wide beam angle provides panoramic lighting. Traditional headlamps / helmet lights only offer single beams that can create tunnel vision. The Command provides a wider field of view that helps with situational awareness and immediate situation assessment so you can see more and respond faster.New LED technology allows you to see colors more accurately. FoxFury’s True To Life™ LED technology provides a higher quality light. The enriched visual feedback gives a true appearance where colors are seen accurately, clearly and vibrantly (compared to standard LEDs). This technology is critical for inspections and precision work where details need to be distinguished.This light has the option to come with a rechargeable NiMH battery system and includes an AC adaptor so that the light can be plugged directly into a wall.The FoxFury Command Tilt White LED Headlamp / Helmet Light features a rear (red) flashing LED in the battery pack that can be seen from over 1 mile away. This flashing taillight helps the user be seen.Command headlamps are professional grade lighting instruments and meant to thrive in challenging environments. As such, these all-weather headlamps are engineered to survive the heat, the cold and submersion underwater. This rugged headlamp is designed to survive bumps, drops and other impacts. This light is fire resistant and meets the requirements of NFPA when used with the silicone strap.The FoxFury Command+ Tilt White LED Headlamp / Helmet Light is a professional grade lighting tool that provides spot and flood lighting. It is powered by a rechargeable battery system (Rechargeable option) or is powered by (4) AA batteries (Battery option). A front light bar and rear battery pack evenly distributes the weight of the light from side to side and front to back, which prevents the light from tilting forward or sideways. The adjustable tilt allows the light to be aimed up or down to best illuminate the area and reduce blinding of others. 3 modes provide a low, medium and high setting to adjust light intensity based on what the immediate situation requires.When used with the (included) flexible elastic strap, this light can be worn as a headlamp on a ball cap or forehead. When used with the (included) silicone strap, the light grips on to safety helmets, including hard hats. It also can be worn on most traditional and modern style firefighter helmets (including US style firefighter helmets utilizing goggles, visors and Bourkes eye protection). This headlamp / helmet light is a versatile lighting tool for industrial professionals and first responders along with recreational enthusiasts, home projects and emergency response to blackouts and severe weather. Panoramic LightTrue to Life™ LED TechnologyRechargeable Battery OptionHighly Visible Rear Safety LEDRugged","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/903/1759/FOXFURY_420-T09_1__61667.1570577209.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/903/1760/FOXFURY_420-T09_2__98548.1570577209.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/903/1761/FOXFURY_420-T09_3__43289.1570577209.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/903/1762/FOXFURY_420-T09_4__41416.1570577209.jpg?c=2, ","f0db83dc-c1b6-40eb-bc2d-41fbc9acf6d4.png, de327c41-633c-4caa-87b3-308883129ecc.png, d9f4c993-c3be-4e70-ac27-866b8a55e877.png, c661d851-a389-4e76-8ce7-b29b3e2776de.png, ",https://www.fire-etc.com/foxfury-command-white-led-headlamp/
Flashlights,Foxfury Flashlights,foxfury command tilt white & green led fire helmet light,$108.99,38256,1.00 LBS,,"foxfury command tilt white & green led fire helmet lightSee wider and better with the FoxFury Command+ Tilt White & Green LED Headlamp / Helmet Light. This rugged headlamp / helmet light provides hands-free illumination in all-weather conditions and delivers up to 100 lumens of panoramic lighting. It is designed for use on safety helmets (including hard hats and fire helmets) on ball caps, or directly on your forehead. White and green LEDs are best suited for structural firefighting along with general area illumination. Comes with adjustable tilt to help aim the light where needed.Wide beam angle provides panoramic lighting and immediate situation assessment so you can see and respond faster. The combination of white and green LEDs offers improved depth perception, color rendition and smoke cutting ability (as compared to white light only). This headlamp also features a highly visible rear (red) LED in the battery pack that can be seen from over 1 mile away.New LED technology allows you to see colors more accurately. FoxFury’s True To Life™ LED technology provides a higher quality light. The enriched visual feedback gives a true appearance where colors are seen accurately, clearly and vibrantly (compared to standard LEDs). This technology is critical for inspections and precision work where details need to be distinguished.The FoxFury Command Tilt White & Green LED Headlamp / Helmet Light feature a highly visible flashing red LED in the battery that can be seen from over 1 mile (1.6 km) away. This flashlight taillight acts as a personal marker beacon to increase safety and be seen on scene.Command headlamps are professional grade lighting instruments and meant to thrive in challenging environments. As such, these all-weather headlamps are engineered to survive the heat, the cold and submersion underwater. This rugged headlamp is designed to survive bumps, drops and other impacts. This light is fire resistant and meets the requirements of NFPA when used with the silicone strap.The FoxFury Command+ Tilt White & Green LED Headlamp / Helmet Light that provides spot and flood lighting. It is powered by (4) AA batteries. A front light bar and rear battery pack evenly distributes the weight of the light from side to side and front to back, which prevents the light from tilting forward or sideways. The adjustable tilt allows the light to be aimed up or down to best illuminate the area and reduce blinding of others. 3 modes provide a low, medium and high setting to adjust light intensity based on what the immediate situation requires.When used with the (included) flexible elastic strap, this light can be worn as a headlamp on a ball cap or forehead. When used with the (included) silicone strap, the light grips on to safety helmets, including hard hats. It also can be worn on most traditional and modern style firefighter helmets (including US style firefighter helmets utilizing goggles, visors and Bourkes eye protection). This headlamp / helmet light is a versatile lighting tool for members of the fire department / brigade that respond anytime, anywhere to emergencies in their community.Panoramic LightTrue to Life™ LED TechnologyHighly Visible Rear Safety LEDRugged","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/902/1748/FOXFURY_420-T06_1__78706.1570576236.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/902/1749/FOXFURY_420-T06_5__25260.1570576237.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/902/1750/FOXFURY_420-T06_2__21767.1570576237.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/902/1751/FOXFURY_420-T06_3__99236.1570576237.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/902/1752/FOXFURY_420-T06_4__80999.1570576237.jpg?c=2, ","b645c9fd-795e-4c37-9d74-49c65ea2af67.png, 06bc4a4c-3259-432e-aa98-e239bfe73dd4.png, 6d14e332-5992-4f7e-b0f5-0ec63b699e98.png, 799641aa-96a7-4213-83ed-dd49a3f5bdf7.png, 712a7ebb-eeba-402c-a0fc-17ae5ff51878.png, ",https://www.fire-etc.com/foxfury-command-tilt-white-green-led-fire-helmet-light/
Flashlights,Pelican Flashlights and Cases,Pelican Little Ed 3610 Recoil LED,$79.00,3610,1.00 LBS,,"Pelican Little Ed 3610 Recoil LEDPelican Little Ed™ 3610. 100% of the light is captured and aimed forward as a tight collimated beam that's as bright as an incandescent. The body is made of tough ABS resin that's corrosion proof and resistant to extreme temperatures. It is powered by 4 AA alkaline cells (included).Light Source: Recoil LEDTested Lumen Value: 32.0Tested Lux Value: (@ 1 meter) 4,300Batteries: 4 AA Alkaline (Included)Battery Burn Time: 32 hrs.Watts: 1Voltage: 6Length: 7.51""Weight w/Batteries:10.5 ozVoltage: ll 3 G T135°C EEx nL llC T4 Certificate:ÂáEpsilon 02ATEX1182X/2Class l, Div. 2, Gp. ABCD T4A; Class ll, Div. 2 Gp. FGLifetime Warranty","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/274/484/3610_full__26787.1378394753.jpg?c=2, ","fa40c928-9a2b-4512-9746-06acd9b8ed6d.png, ",https://www.fire-etc.com/pelican-little-ed-3610-recoil-led-3610/
Flashlights,Streamlight Flashlights,streamlight vantage II Helmet light,$99.50,38902,1.00 LBS,,"streamlight vantage II Helmet light The Vantage II is the next generation of reliable hands-free lighting tools for fire helmets. It’s compact, powerful, shock-proof and virtually indestructible!Fire Service Model easily attaches/detaches above or below brim of fire helmetsHigh and low modes:High: 350 lumens; 118m beam; runs 2.25 hours; 3,500 candelaLow: 135 lumens;  80m beam; runs 5 hours; 1,700 candelaSafety features include a blue taillight LED so you can be seen even from behind; taillight can be configured to flash or be turned offLarge push button switch for easy on/off, even with a gloved hand“Safe off” feature prevents accidental activation, saves batteriesSwivel clamp to optimize beam locationLow profile so it won't snag on debrisDurable aluminum construction that can take a beating from heat and smoke; Boro Float glass lensReflective strips on side of switch housingIPX7 waterproof to 1 meter for 30 minutesUses one CR123A lithium battery (included)Lightweight at 3.65 oz (103.5g) for Fire Model; 2.97 oz (84.2g) for Industrial Model; 2.37” (6.01 cm) lengthLimited Lifetime WarrantyMeets requirements of NFPA 1971-8.6 (2013)","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/889/1723/vantageIIa__12762.1557244883.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/889/1720/vantageIId__85675.1557244883.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/889/1721/vantageIIe__91415.1557244883.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/889/1722/vantageIIc__98558.1557244883.jpg?c=2, ","50ea09a5-3ef3-4e1d-a464-bd90f1f3c479.png, ca73d504-c4b2-4dcb-9591-b2e391249379.png, ad619db5-3f11-493a-9323-49af93a15f88.png, 07f80ea4-1701-4a38-9992-fe053510e0c3.png, ",https://www.fire-etc.com/streamlight-vantage-ii-helmet-light/
Flashlights,Streamlight Flashlights,streamlight vulcan 180 led lantern,$199.99,59612,2.00 LBS,,"streamlight vulcan 180 led lanternLightweight and portable, the Vulcan 180 is designed to burn brighter and run longer making it an essential firefighting tool. This rechargeable, waterproof lantern has a 180 degree tilting head which allows you to direct the light where you need it. Three LEDs bring you extreme brightness along with two blue taillight LEDs for visibility in thick smoke.Features a 180° articulating head that aims the beam where you need it; head locks in-place in forward facing positionLight Output:Three LEDs produce a tight beam with optimum peripheral illuminationHigh for a bright, far-reaching beam: 1,200 lumens; 548m beam; runs 4.75 hours; 75,000 candelaLow for a less intense beam and longer run time: 350 lumens; 296m beam; runs 12 hours; 22,000 candelaTwo ultra-bright blue taillight LEDs make certain you can be seen even in thick smoke; can be programmed on or offOptimized electronics provide regulated intensityLarge, multi-function, push-button switch easy to use with gloved handsRechargeable 8800 mAh Lithium Ion battery. Fully recharges in 9.2 hours with battery status indicatorHigh impact, super-tough nylon construction; rotating head constructed from high grade aluminum encased in super-tough nylon; reinforced D-RingsRubberized cushioned-grip handle designed for easy hand offIPX7 rated - waterproof to 1m submersion; 2m impact resistance testedFlat base area allows light to stand on its own for scene lightingQuick install charge rack fits same foot print as LiteBox® and Vulcan® seriesAvailable in international safety orange or yellowTwo models:7.43 in. (18.8 cm); 2.47 lbs. (1123 grams)Standard System with charging rack, AC/DC charge cords and quick release shoulder strap Vehicle Mount with 12V DC direct wire rack and quick release shoulder strapSerialized for positive identificationLimited lifetime warrantyAssembled in USA","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/877/1700/streamlight_vulcan_180__23781.1540933661.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/877/1701/streamlight_vulcan_180a__53350.1540933661.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/877/1703/streamlight_vulcan_180c__46013.1540933661.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/877/1702/streamlight_vulcan_180b__01979.1540933661.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/877/1704/streamlight_vulcan_180d__54224.1540933661.jpg?c=2, ","8d157a52-9d6a-4d2f-902a-4b66a3bfecd0.png, 39d29f80-8325-44b4-a6db-9b48bb2c9979.png, 39fda1fa-2c6b-4087-ab61-feb003e4decb.png, f58efe08-33b2-4ef8-982f-5cbb0907b70c.png, d9a723e8-45e9-4f74-b833-a5aad6dfe3da.png, ",https://www.fire-etc.com/streamlight-vulcan-180-led-lantern/
Flashlights,Streamlight Flashlights,Streamlight Polytac LED Helmet Kit,$68.00,2486,1.00 LBS,,"Streamlight Polytac LED Helmet KitUniversal lighting kit fits both traditional and modern style helmets. It is a low profile, lightweight, economical alternative for securely mounting a flashlight to almost any style helmet.Black Jack Helmet Mount – The Firefighter's Black Jack helmet flashlight mount, used in conjunction with Streamlight's PolyTac® series flashlights, offers a hands-free lighting solution. The durable, lightweight, aluminum mount can be attached to the brim of firefighter's helmets for a low-profile fit.Rubber Helmet Strap – The Firefighter's rubber flashlight strap for helmets, used in conjunction with Streamlight PolyTac series flashlights, offers low profile, hands-free lighting. It is a quick and easy, ""no tools required"" method to attach your PolyTac LED flashlight to almost any helmet. Made of engineered high-strength rubber.Helmet Lighting Kit includes:PolyTac® LED flashlightIncludes two 3V CR123A lithium batteriesShock-resistant C4® LED delivers 5,200 candela peak beam intensity; 130 lumensRuns 3 hoursGlass lensHigh impact super tough nylon polymer for exceptional durability and a sure gripPush button tailcap switch is easy to operate with gloved handsIPX7 rated design; waterproof to 1 meter for 30 minutesMeets requirements of NFPA 1971-8.6 (2007)Black Jack Helmet Mount (includes allen wrench)Rubber Helmet StrapLimited Lifetime Warranty","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/341/598/Streamlightpolytac_led_helm_lite_kit_full3__96949.1378405159.jpg?c=2, ","b2d84e83-864e-4a01-b450-bf9e180ce7be.png, ",https://www.fire-etc.com/StreamlightPolytacLEDHelmetKit/
Flashlights,Streamlight Flashlights,Streamlight Survivor LED Alkaline Model,$62.00,905,1.00 LBS,,"Streamlight Survivor LED Alkaline ModelThe redesigned Survivor features a low-profile bezel that doesn’t interfere with gear and equipment. The light now comes with two optional Smoke Cutter® plugs that allow you to customize the beam to your preference without changing the light’s output. We also redesigned the clip and added a reinforced D-ring so your light hangs forward.Class 1, Div. 1 rated!Available in rechargeable and alkaline modelsFeatures C4® LED technology with four lighting modes:Rechargeable model:High for a super-bright beam that pierces through smoke: 41,000 candela;175 lumens; 405m beam distance; runs 3.5 hoursLow for bright light and longer run time: 14,000 candela; 60 lumens; 237m beam distance; runs 13 hours (NiCd)Flash for signaling: runs 8 hoursMoonlight mode provides low-level lighting for battery conservation: runs 20 daysAlkaline model:High for a super-bright beam that pierces through smoke: 41,000 candela; 175 lumens; 405m beam distance; runs 4 hoursLow for bright light and longer run time: 14,000 candela; 60 lumens; 237m beam distance; runs 15 hoursFlash for signaling: runs 8 hoursMoonlight mode provides low-level lighting for battery conservation: runs 20 daysCustom designed optic with optional, interchangeable Smoke Cutter® plugs for preferred beam pattern:Black plug significantly reduces peripheral light for a tighter beamAmber plug reduces peripheral light and eye fatigue caused by glareBy not using either plug, you get the traditional Survivor beamStrong spring-loaded clip securely grabs onto belts and gear; D-ring features forward hanging orientationOptimized electronics provide regulated intensityIndustrial rechargeable NiCd battery can be recharged up to 1,000 times. Also accepts four ""AA"" alkaline non-rechargeable batteries for fast replacement with readily available batteries.Rubber dome push-button switch provides easy operation even when wearing heavy gloves; ultrasonic-welded push button switch designed for extremely long lifeHigh-impact super-tough nylon construction offers exceptional durability; O-ring sealed, unbreakable polycarbonate lens with silicone anti-scratch coating is assembled in a heavy-duty bezelIPX4 water-resistant; 2 meter impact resistance testedSerialized for positive identificationH x W x D: 7.06"" x 2.85"" x 2.87"" (17.92 x 7.24 x 7.29 cm) — Height in charger: 8.67"" (22.02 cm)Ni-Cd: 1 lb 1.9 oz (508 g) Alkaline: 13.1 oz (371 g)International Safety Orange, High-Visibility Yellow or BlackAssembled in USA","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/329/1311/survivor_low_profile_orange__77899.1425407168.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/329/1313/survivor_low_profile_orange_side__48903.1425407186.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/329/1314/survivor_low_profile_yellow__37782.1425407187.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/329/1312/survivor_low_profile_black__61588.1425407186.jpg?c=2, ","307c57ef-4ea9-4a4d-a05b-5b973949d08e.png, a479e05c-9c78-46ba-9e7f-a3fe42578726.png, 921b3988-bc4e-42c9-895b-7475d5b7befb.png, 8fe835cd-c4e9-4b74-8153-077fcfae8425.png, ",https://www.fire-etc.com/streamlight-survivor-led-alkaline-model/
Flashlights,Streamlight Flashlights,Streamlight Rubber Helmet Strap,$5.00,14574,1.00 LBS,,"Streamlight Rubber Helmet StrapThe Streamlight Rubber Helmet Strap is a quick and easy, ""no tools required"" method to attach your 4AA flashlight to almost any helmet. Made of engineered high-strength rubber.","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/328/1122/StreamlightRubberhelmetstrap_full__69126.1379605034.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/328/1123/StreamlightRubberhelmetstrapONhelmet_full2__22787.1379605036.jpg?c=2, ","8ba69f23-f025-46e8-83d2-a20d7cc6934d.png, c65786c2-30b6-4fa3-8715-094326dcabc5.png, ",https://www.fire-etc.com/14574/
Tools,Fire Axes,Tryfire Axe Scabbard,$235.00,12127,3.00 LBS,,"Tryfire Axe ScabbardThere is no other axe scabbard that can compare to this product at the current price. Remember when you purchase an axe scabbard don’t buy the scabbard that was designed from the past, purchase the future:TRYFIRE PRODUCTS. SCABBARD BELT The Scabbard belt was designed to carry the load of the axe with minimal slippage and made of superior 4” LATIGO leather.The width of the belt gives a more comfortable and secure fit when compared to the minimal 2” belt currently being used.  SCABBARD FLAPThe flap that secures your axe has been made more accessible when compared to current Scabbards being used.Our commercial grade Velcro is placed differently giving less resistance to you when opening the flap with a gloved hand. SCABBARD SWIVELThe Scabbard swivel is off set, allowing the axe to rest slightly to the rear; preventing YOU from tripping over the axe handle during operations.Current Scabbards must be manipulated during operations in order to not trip over the axe’s handle; leaving YOU in a dangerous situation. KEVLAR LINING BELTThe inner weaving KEVLAR belt meets the NFPA 1971 & 1981 Flame & Heat test; reaching temperatures of 500 degrees Fahrenheit.The Kevlar Lining adds more stability to the belt; while also making a quick connection on the go more accessible.SNAP AND GO Our SNAP AND GO concept is what redefines the future of Axe Scabbards.Our concept has substantially decreased the amount of time required to put on a Scabbard.Our futuristic concept also allows YOU to pre-set YOUR Scabbard to the appropriate size before donning; allowing YOU to put on YOUR Scabbard in mere seconds while in a moving fire apparatus. V-RINGATTACHMENTOur belt has a V-RING attachment at the rear of the belt for numerous uses.Current Scabbards don’t have any options besides carrying an axe uncomfortably.   IMPORTANT PLEASE READ THIS SCABBARD SHALL ONLY BE USED AS AN AXE SCABBARD IN ANY EMERGENCY OR NON EMERGENCY SITUATION.  THIS SCABBARD SHALL NOTBE USED AS AN ESCAPE BELT OR A RAPPEL DEVICE. SERIOUS INJURY OR DEATH MAY RESULT FROM THE IMPROPER USE OF THIS EQUIPMENT. IT IS YOUR RESPONSIBITY TO PASS ON THE THIS INFORMATION IF THE SCABBARD IS SOLD OR GIVEN TO ANOTHER PERSON. MATERIALS WILL BREAK DOWN WHEN SUBJECTED TO UV RAYS AND FLOURSCENT LIGHT FOR EXTENDED PERIOD OF TIME. THE V-RING ATTACHMENT AT THE REAR OF THE BELT SHALL ONLY BE USED DURING EMERGENCY OPERATIONS TO MAINTAIN SECURE CONTACT WITH FIREFIGHTER. SERIOUS INJURY OR DEATH MAY RESULT FROM THE IMPROPER USE OF THIS EQUIPMENT USE ONLY IN ACCORDANCE WITH MANUFACTURER’S INSTRUCTIONS. SERIOUS INJURY OR DEATH MAY RESULT FROM THE IMPROPER USE OF THIS EQUIPMENT","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/760/1246/IMG_8767__25259.1396036825.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/760/1248/IMG_4548__32160.1396036830.jpg?c=2, https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/760/1943/Screenshot_2022-07-25_110131__45070.1658772117.jpg?c=2, ","212a708c-7748-4279-8685-cefed0c5639b.png, 1eb7f26c-74cd-49a4-97ab-c3acd265a3a6.png, 4748b47b-44eb-4b79-a2e6-82a2bc40b354.png, ",https://www.fire-etc.com/tryfire-axe-scabbard/
Tools,Fire Axes,Fire Innovations Leather Full Axe Scabbard,$120.95,SCABBARD,3.00 LBS,"*Size: Left, Right,","Fire Innovations Leather Full Axe ScabbardThe scabbard fits the Fire Axe Inc, Iron Fox, Badaxx and other standard 6lbs. firefighter axes. If used with a pick axe the pick will be enclosed within the scabbard. Must be used with the Fire Innovations Swivel Axe/Tool Clip (sold separately): Female to connect the scabbard to a belt. Large Female Stainless Steel Swivel Clips sold with our Scabbard Sets and are designed to be placed on the hip-line of your belt.  Fire Etc is an authorized dealer for Fire Innovations. If you don’t see what you're looking for, please give us a call and we can custom build anything you need!","https://cdn11.bigcommerce.com/s-49x4nwiz/images/stencil/1280x1280/products/926/1848/1105-0020-right__36573.1597874272.jpg?c=2, ","a17dee5a-208c-4eea-b201-cf4ba69dc904.png, ",https://www.fire-etc.com/fire-innovations-leather-full-axe-scabbard/
